"date","username","product","sku","model","quantity","unit_type","applied_cost_per_quantity","gross_amount","discount_amount","net_amount","total_monthly_quota","organization","repository","cost_center_name","aic_quantity","aic_gross_amount","input","output","cache_read","cache_write"
"2025-10-07","user083_emu","copilot","copilot_ai_credit","Claude Sonnet 4","109.48","ai-credits","0.01","1.0948","1.0948","0","3900","org001_emu","","cost_center_001","0","0","10","7311","340290","235472"
"2025-10-07","user084_emu","copilot","copilot_ai_credit","Claude Sonnet 4","185.15","ai-credits","0.01","1.8515","1.8515","0","3900","org001_emu","","cost_center_001","0","0","44","18582","1752022","279208"
"2025-10-08","power-user-001_emu","copilot","copilot_ai_credit","Claude Haiku 4.5","10.89","ai-credits","0.01","0.1089","0.1089","0","1900","","","","0","0","37","2459","254617","56883"
"2025-10-08","power-user-001_emu","copilot","copilot_ai_credit","Claude Opus 4.5","256.68","ai-credits","0.01","2.5668","2.5668","0","1900","","","","0","0","133","21445","2168694","151307"
"2025-10-08","power-user-001_emu","copilot","copilot_ai_credit","Claude Opus 4.5","62.556","ai-credits","0.01","0.62556","0.62556","0","1900","","","","0","0","21","7014","419565","38451"
"2025-10-08","power-user-001_emu","copilot","copilot_ai_credit","Claude Opus 4.5","127.596","ai-credits","0.01","1.27596","0","1.27596","1900","","","","0","0","16","6737","236233","158295"
"2025-10-08","power-user-001_emu","copilot","copilot_ai_credit","Gemini 3 Pro","5.2","ai-credits","0.01","0.052","0","0.052","1900","","","","0","0","23529","349","3747","0"
"2025-10-08","power-user-001_emu","copilot","copilot_ai_credit","Gemini 3 Pro","16.8","ai-credits","0.01","0.168","0","0.168","1900","","","","0","0","52928","717","267692","0"
"2025-10-08","power-user-001_emu","copilot","copilot_ai_credit","GPT-5.1-Codex","20.01","ai-credits","0.01","0.2001","0","0.2001","1900","","","","0","0","91250","1943","75522","0"
"2025-10-08","power-user-002_emu","copilot","copilot_ai_credit","Claude Opus 4.5","183.6","ai-credits","0.01","1.836","1.836","0","1900","","","","0","0","55","10986","1380680","139319"
"2025-10-08","power-user-002_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","16.38","ai-credits","0.01","0.1638","0.1638","0","1900","","","","0","0","1008","2810","188023","16590"
"2025-10-08","power-user-003_emu","copilot","copilot_ai_credit","Claude Opus 4.5","290.16","ai-credits","0.01","2.9016","2.9016","0","1900","","","","0","0","26","27989","650616","300231"
"2025-10-08","power-user-003_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","188.37","ai-credits","0.01","1.8837","1.8837","0","1900","","","","0","0","36","8665","3325672","201578"
"2025-10-08","power-user-004_emu","copilot","copilot_ai_credit","Claude Opus 4.5","273.6","ai-credits","0.01","2.736","2.736","0","1900","","","","0","0","116","12514","1199515","291648"
"2025-10-08","power-user-004_emu","copilot","copilot_ai_credit","Claude Opus 4.5","2.76","ai-credits","0.01","0.0276","0.0276","0","1900","","","","0","0","1","359","12151","2006"
"2025-10-08","power-user-004_emu","copilot","copilot_ai_credit","Claude Opus 4.5","230.88","ai-credits","0.01","2.3088","0","2.3088","1900","","","","0","0","20","17873","1227302","199716"
"2025-10-08","power-user-005_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","60.84","ai-credits","0.01","0.6084","0.6084","0","1900","","","","0","0","41","8701","651793","75258"
"2025-10-08","power-user-006_emu","copilot","copilot_ai_credit","Claude Opus 4.5","380.88","ai-credits","0.01","3.8088","3.8088","0","1900","","","","0","0","245","35718","2921568","232615"
"2025-10-08","power-user-007_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","172.38","ai-credits","0.01","1.7238","1.7238","0","1900","","","","0","0","314666","18223","1688196","0"
"2025-10-08","user002_emu","copilot","copilot_ai_credit","Claude Sonnet 4","17.94","ai-credits","0.01","0.1794","0.1794","0","3900","org002_emu","","cost_center_004","0","0","24411","3828","162510","0"
"2025-10-08","user002_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","202.8","ai-credits","0.01","2.028","2.028","0","3900","org002_emu","","cost_center_002","0","0","40182","36903","1582816","234417"
"2025-10-08","user002_emu","copilot","copilot_ai_credit","Code Review model","3.2","ai-credits","0.01","0.032","0.032","0","3900","org002_emu","","cost_center_002","0","0","3278","1213","52997","0"
"2025-10-08","user002_emu","copilot","coding_agent_ai_credit","Coding Agent model","5.85","ai-credits","0.01","0.0585","0.0585","0","3900","org002_emu","","cost_center_002","0","0","3324","553","85908","4924"
"2025-10-08","user003_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","8.97","ai-credits","0.01","0.0897","0.0897","0","1900","org003_emu","","","0","0","3","1338","78958","12248"
"2025-10-08","user005_emu","copilot","copilot_ai_credit","Claude Sonnet 4","36.8","ai-credits","0.01","0.368","0.368","0","3900","org005_emu","","cost_center_003","0","0","83866","6154","80328","0"
"2025-10-08","user005_emu","copilot","coding_agent_ai_credit","Coding Agent model","12.6","ai-credits","0.01","0.126","0.126","0","3900","org005_emu","","cost_center_003","0","0","6","800","141758","5616"
"2025-10-08","user007_emu","copilot","copilot_ai_credit","Auto: GPT-5","0.765","ai-credits","0.01","0.00765","0.00765","0","3900","org007_emu","","","0","0","1706","108","10449","0"
"2025-10-08","user047_emu","copilot","copilot_ai_credit","GPT-5","31","ai-credits","0.01","0.31","0.31","0","1900","org001_emu","","cost_center_001","0","0","46727","3148","583833","0"
"2025-10-08","user048_emu","copilot","copilot_ai_credit","Claude Sonnet 4","354.2","ai-credits","0.01","3.542","3.542","0","3900","org003_emu","","cost_center_002","0","0","543170","42790","4235485","0"
"2025-10-08","user049_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","716.04","ai-credits","0.01","7.1604","7.1604","0","3900","org004_emu","","","0","0","332","113544","4324926","1109005"
"2025-10-08","user049_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","46.8","ai-credits","0.01","0.468","0","0.468","3900","org004_emu","","","0","0","35","6734","571444","52119"
"2025-10-08","user050_emu","copilot","copilot_ai_credit","Claude Sonnet 4","132.94","ai-credits","0.01","1.3294","1.3294","0","1900","org002_emu","","cost_center_001","0","0","54","25468","257947","231957"
"2025-10-08","user051_emu","copilot","copilot_ai_credit","Code Review model","288","ai-credits","0.01","2.88","2.88","0","3900","org001_emu","","cost_center_002","0","0","287795","86934","6624484","0"
"2025-10-08","user052_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","912.6","ai-credits","0.01","9.126","9.126","0","3900","org001_emu","","","0","0","46","32038","644146","2253879"
"2025-10-08","user053_emu","copilot","copilot_ai_credit","Code Review model","312.8","ai-credits","0.01","3.128","3.128","0","3900","org004_emu","","cost_center_002","0","0","470778","110424","4332613","0"
"2025-10-08","user054_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","215.28","ai-credits","0.01","2.1528","2.1528","0","1900","org005_emu","","cost_center_002","0","0","7585","29918","3007822","207716"
"2025-10-08","user055_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","70.98","ai-credits","0.01","0.7098","0.7098","0","1900","org004_emu","","cost_center_002","0","0","59243","25529","497128","0"
"2025-10-08","user055_emu","copilot","copilot_ai_credit","GPT-5","8.05","ai-credits","0.01","0.0805","0.0805","0","1900","org004_emu","","cost_center_002","0","0","13065","1334","111301","0"
"2025-10-08","user056_emu","copilot","copilot_ai_credit","GPT-5","36.55","ai-credits","0.01","0.3655","0.3655","0","3900","org003_emu","","","0","0","49888","2038","840816","0"
"2025-10-08","user057_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","66.3","ai-credits","0.01","0.663","0.663","0","1900","org003_emu","","cost_center_003","0","0","15","6274","90939","144415"
"2025-10-08","user058_emu","copilot","copilot_ai_credit","Claude Opus 4.1","81.6","ai-credits","0.01","0.816","0.816","0","3900","org001_emu","","cost_center_003","0","0","14","5457","538748","65619"
"2025-10-08","user059_emu","copilot","copilot_ai_credit","Claude Opus 4.1","146.28","ai-credits","0.01","1.4628","1.4628","0","3900","org003_emu","","cost_center_002","0","0","248","12201","1033588","102358"
"2025-10-08","user060_emu","copilot","copilot_ai_credit","Claude Sonnet 4","89.7","ai-credits","0.01","0.897","0.897","0","1900","org004_emu","","cost_center_001","0","0","33","4566","852658","152697"
"2025-10-08","user060_emu","copilot","copilot_ai_credit","Code Review model","21.76","ai-credits","0.01","0.2176","0.2176","0","1900","org004_emu","","cost_center_001","0","0","16754","5336","276899","9059"
"2025-10-08","user061_emu","copilot","copilot_ai_credit","Claude Opus 4.1","180.96","ai-credits","0.01","1.8096","1.8096","0","3900","org004_emu","","cost_center_002","0","0","32","18871","1583006","87385"
"2025-10-08","user062_emu","copilot","copilot_ai_credit","Claude Sonnet 4","173.42","ai-credits","0.01","1.7342","1.7342","0","3900","org005_emu","","cost_center_004","0","0","54","7446","1238901","333516"
"2025-10-08","user062_emu","copilot","coding_agent_ai_credit","Coding Agent model","261","ai-credits","0.01","2.61","2.61","0","3900","org005_emu","","cost_center_004","0","0","75","20264","1520928","214810"
"2025-10-08","user063_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","205.53","ai-credits","0.01","2.0553","2.0553","0","3900","org004_emu","","","0","0","19","19059","355523","443389"
"2025-10-08","user063_emu","copilot","copilot_ai_credit","GPT-5","11.2","ai-credits","0.01","0.112","0.112","0","3900","org004_emu","","","0","0","19751","1098","184612","0"
"2025-10-08","user064_emu","copilot","copilot_ai_credit","Code Review model","80","ai-credits","0.01","0.8","0.8","0","3900","org002_emu","","cost_center_003","0","0","311472","18145","5137","0"
"2025-10-08","user065_emu","copilot","copilot_ai_credit","Claude Opus 4.1","20.16","ai-credits","0.01","0.2016","0.2016","0","1900","org005_emu","","cost_center_004","0","0","153","1628","219764","8041"
"2025-10-08","user066_emu","copilot","copilot_ai_credit","Claude Opus 4.1","86.4","ai-credits","0.01","0.864","0.864","0","3900","org001_emu","","cost_center_001","0","0","2","1154","29273","131281"
"2025-10-08","user067_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","66.3","ai-credits","0.01","0.663","0.663","0","1900","org005_emu","","cost_center_001","0","0","2200","12260","718043","68557"
"2025-10-08","user068_emu","copilot","copilot_ai_credit","GPT-5","24.5","ai-credits","0.01","0.245","0.245","0","3900","org001_emu","","","0","0","29589","5211","371479","0"
"2025-10-08","user069_emu","copilot","copilot_ai_credit","Claude Sonnet 4","11.73","ai-credits","0.01","0.1173","0.1173","0","1900","org005_emu","","cost_center_001","0","0","2","1899","23896","21772"
"2025-10-08","user069_emu","copilot","copilot_ai_credit","GPT-5","6.9","ai-credits","0.01","0.069","0.069","0","1900","org005_emu","","cost_center_001","0","0","14389","1014","71250","0"
"2025-10-08","user070_emu","copilot","coding_agent_ai_credit","Coding Agent model","54","ai-credits","0.01","0.54","0.54","0","1900","org003_emu","","cost_center_003","0","0","38616","3140","393696","14780"
"2025-10-08","user071_emu","copilot","copilot_ai_credit","GPT-5","46","ai-credits","0.01","0.46","0.46","0","3900","org001_emu","","cost_center_002","0","0","114939","1280","613802","0"
"2025-10-08","user072_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","91.26","ai-credits","0.01","0.9126","0.9126","0","1900","org005_emu","","cost_center_002","0","0","31","17591","583649","126280"
"2025-10-08","user073_emu","copilot","copilot_ai_credit","Claude Sonnet 4","18.4","ai-credits","0.01","0.184","0.184","0","1900","org005_emu","","","0","0","7","2602","215534","21411"
"2025-10-08","user073_emu","copilot","copilot_ai_credit","Code Review model","33.28","ai-credits","0.01","0.3328","0.3328","0","1900","org005_emu","","","0","0","3","3412","92839","32170"
"2025-10-08","user074_emu","copilot","coding_agent_ai_credit","Coding Agent model","45","ai-credits","0.01","0.45","0.45","0","1900","org002_emu","","cost_center_004","0","0","65890","6489","751746","0"
"2025-10-08","user075_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","46.41","ai-credits","0.01","0.4641","0.4641","0","1900","org005_emu","","cost_center_001","0","0","15","9918","357860","55448"
"2025-10-08","user076_emu","copilot","coding_agent_ai_credit","Coding Agent model","34.425","ai-credits","0.01","0.34425","0.34425","0","1900","org002_emu","","cost_center_004","0","0","61038","6466","839506","0"
"2025-10-08","user077_emu","copilot","copilot_ai_credit","Claude Sonnet 4","148.58","ai-credits","0.01","1.4858","1.4858","0","3900","org005_emu","","cost_center_002","0","0","86","21728","1673153","175379"
"2025-10-08","user078_emu","copilot","copilot_ai_credit","Code Review model","115.2","ai-credits","0.01","1.152","1.152","0","3900","org002_emu","","","0","0","451589","25782","4411","0"
"2025-10-08","user079_emu","copilot","copilot_ai_credit","Claude Opus 4.1","28.8","ai-credits","0.01","0.288","0.288","0","3900","org004_emu","","cost_center_002","0","0","6","1930","191651","23025"
"2025-10-08","user079_emu","copilot","coding_agent_ai_credit","Coding Agent model","119.025","ai-credits","0.01","1.19025","1.19025","0","3900","org004_emu","","cost_center_002","0","0","42496","12711","1318918","127046"
"2025-10-08","user080_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","152.1","ai-credits","0.01","1.521","1.521","0","3900","org002_emu","","cost_center_002","0","0","2335","23248","1453958","194423"
"2025-10-08","user080_emu","copilot","coding_agent_ai_credit","Coding Agent model","150.075","ai-credits","0.01","1.50075","1.50075","0","3900","org002_emu","","cost_center_002","0","0","157463","26831","3186876","59901"
"2025-10-08","user081_emu","copilot","coding_agent_ai_credit","Coding Agent model","12.6","ai-credits","0.01","0.126","0.126","0","1900","org001_emu","","cost_center_001","0","0","18930","1979","195937","0"
"2025-10-08","user081_emu","copilot","copilot_ai_credit","GPT-5","5.6","ai-credits","0.01","0.056","0.056","0","1900","org001_emu","","cost_center_001","0","0","9757","807","78039","0"
"2025-10-08","user082_emu","copilot","copilot_ai_credit","Claude Opus 4.1","93.84","ai-credits","0.01","0.9384","0.9384","0","3900","org001_emu","","","0","0","6","11089","161634","92852"
"2025-10-08","user083_emu","copilot","copilot_ai_credit","Code Review model","91.52","ai-credits","0.01","0.9152","0.9152","0","3900","org001_emu","","cost_center_001","0","0","135188","22722","2060052","0"
"2025-10-08","user083_emu","copilot","coding_agent_ai_credit","Coding Agent model","42.075","ai-credits","0.01","0.42075","0.42075","0","3900","org001_emu","","cost_center_001","0","0","32039","5298","676343","28888"
"2025-10-08","user084_emu","copilot","coding_agent_ai_credit","Coding Agent model","119.025","ai-credits","0.01","1.19025","1.19025","0","3900","org001_emu","","cost_center_001","0","0","64","25328","1533869","93327"
"2025-10-09","power-user-001_emu","copilot","copilot_ai_credit","Claude Opus 4.5","100.8","ai-credits","0.01","1.008","0","1.008","1900","","","","0","0","8","4123","335425","117947"
"2025-10-09","power-user-001_emu","copilot","copilot_ai_credit","Gemini 3 Pro","5.2","ai-credits","0.01","0.052","0","0.052","1900","","","","0","0","16382","222","82857","0"
"2025-10-09","power-user-002_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","23.4","ai-credits","0.01","0.234","0.234","0","1900","","","","0","0","13","2459","303187","28299"
"2025-10-09","power-user-002_emu","copilot","copilot_ai_credit","Code Review model","2.24","ai-credits","0.01","0.0224","0.0224","0","1900","","","","0","0","2943","924","24650","0"
"2025-10-09","power-user-003_emu","copilot","copilot_ai_credit","Claude Opus 4.5","273.6","ai-credits","0.01","2.736","2.736","0","1900","","","","0","0","105","32928","2491622","106635"
"2025-10-09","power-user-004_emu","copilot","copilot_ai_credit","Claude Opus 4.5","374.4","ai-credits","0.01","3.744","0","3.744","1900","","","","0","0","46","10770","3632057","265359"
"2025-10-09","power-user-005_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","567.84","ai-credits","0.01","5.6784","5.6784","0","1900","","","","0","0","185","77914","5592371","755047"
"2025-10-09","power-user-005_emu","copilot","copilot_ai_credit","Code Review model","3.2","ai-credits","0.01","0.032","0.032","0","1900","","","","0","0","3897","1018","62414","0"
"2025-10-09","power-user-006_emu","copilot","copilot_ai_credit","Claude Opus 4.5","215.28","ai-credits","0.01","2.1528","2.1528","0","1900","","","","0","0","17","12795","361553","264331"
"2025-10-09","power-user-006_emu","copilot","copilot_ai_credit","Claude Opus 4.5","1.68","ai-credits","0.01","0.0168","0.0168","0","1900","","","","0","0","1","172","12762","980"
"2025-10-09","power-user-006_emu","copilot","copilot_ai_credit","Claude Opus 4.5","242.76","ai-credits","0.01","2.4276","0","2.4276","1900","","","","0","0","38","17284","1447370","203458"
"2025-10-09","power-user-007_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","198.9","ai-credits","0.01","1.989","1.989","0","1900","","","","0","0","41","14533","1401479","360118"
"2025-10-09","power-user-007_emu","copilot","copilot_ai_credit","GPT-5.1-Codex","30.16","ai-credits","0.01","0.3016","0.3016","0","1900","","","","0","0","74977","5089","566547","0"
"2025-10-09","user001_emu","copilot","copilot_ai_credit","GPT-5","13.8","ai-credits","0.01","0.138","0.138","0","3900","org001_emu","","","0","0","21837","2233","199653","0"
"2025-10-09","user002_emu","copilot","copilot_ai_credit","Claude Sonnet 4","167.44","ai-credits","0.01","1.6744","1.6744","0","3900","org002_emu","","cost_center_004","0","0","37","15731","1414804","270367"
"2025-10-09","user002_emu","copilot","coding_agent_ai_credit","Coding Agent model","13.5","ai-credits","0.01","0.135","0.135","0","3900","org002_emu","","cost_center_004","0","0","27531","2580","289682","0"
"2025-10-09","user003_emu","copilot","copilot_ai_credit","Claude Sonnet 4","23","ai-credits","0.01","0.23","0.23","0","1900","org003_emu","","","0","0","13786","5113","146901","18102"
"2025-10-09","user005_emu","copilot","copilot_ai_credit","Claude Sonnet 4","9.66","ai-credits","0.01","0.0966","0.0966","0","3900","org005_emu","","cost_center_005","0","0","18872","1962","35155","0"
"2025-10-09","user047_emu","copilot","coding_agent_ai_credit","Coding Agent model","239.85","ai-credits","0.01","2.3985","2.3985","0","1900","org001_emu","","cost_center_001","0","0","171520","13946","1748667","65648"
"2025-10-09","user048_emu","copilot","copilot_ai_credit","Claude Opus 4.1","310.08","ai-credits","0.01","3.1008","3.1008","0","3900","org003_emu","","cost_center_002","0","0","156","29227","3184943","124298"
"2025-10-09","user049_emu","copilot","coding_agent_ai_credit","Coding Agent model","476.1","ai-credits","0.01","4.761","0","4.761","3900","org004_emu","","","0","0","258","101312","6135476","373309"
"2025-10-09","user050_emu","copilot","copilot_ai_credit","Claude Opus 4.1","30.6","ai-credits","0.01","0.306","0.306","0","1900","org002_emu","","cost_center_001","0","0","52","2552","216214","21412"
"2025-10-09","user050_emu","copilot","copilot_ai_credit","Claude Opus 4.1","22.08","ai-credits","0.01","0.2208","0","0.2208","1900","org002_emu","","cost_center_001","0","0","9414","1907","70806","14506"
"2025-10-09","user051_emu","copilot","copilot_ai_credit","Claude Sonnet 4","481.39","ai-credits","0.01","4.8139","4.8139","0","3900","org001_emu","","cost_center_002","0","0","141","54729","8402696","392461"
"2025-10-09","user052_emu","copilot","copilot_ai_credit","Claude Sonnet 4","122.36","ai-credits","0.01","1.2236","1.2236","0","3900","org001_emu","","","0","0","343642","12845","0","0"
"2025-10-09","user052_emu","copilot","copilot_ai_credit","Claude Sonnet 4","70.38","ai-credits","0.01","0.7038","0.7038","0","3900","org001_emu","","","0","0","20","10997","207707","127061"
"2025-10-09","user052_emu","copilot","copilot_ai_credit","Claude Sonnet 4","262.2","ai-credits","0.01","2.622","0","2.622","3900","org001_emu","","","0","0","102","31449","1329127","466994"
"2025-10-09","user053_emu","copilot","copilot_ai_credit","Claude Sonnet 4","370.76","ai-credits","0.01","3.7076","3.7076","0","3900","org004_emu","","cost_center_002","0","0","5264","25073","3340196","616973"
"2025-10-09","user053_emu","copilot","coding_agent_ai_credit","Coding Agent model","553.5","ai-credits","0.01","5.535","5.535","0","3900","org004_emu","","cost_center_002","0","0","197619","59110","6133344","590799"
"2025-10-09","user054_emu","copilot","coding_agent_ai_credit","Coding Agent model","152.1","ai-credits","0.01","1.521","1.521","0","1900","org005_emu","","cost_center_002","0","0","131627","64899","3840566","301788"
"2025-10-09","user055_emu","copilot","copilot_ai_credit","Claude Sonnet 4","95.68","ai-credits","0.01","0.9568","0.9568","0","1900","org004_emu","","cost_center_002","0","0","104921","9681","736736","73545"
"2025-10-09","user056_emu","copilot","coding_agent_ai_credit","Coding Agent model","294.975","ai-credits","0.01","2.94975","2.94975","0","3900","org003_emu","","","0","0","310848","20509","1560460","0"
"2025-10-09","user057_emu","copilot","copilot_ai_credit","Claude Opus 4.1","32.64","ai-credits","0.01","0.3264","0.3264","0","1900","org003_emu","","cost_center_003","0","0","3","285","0","51081"
"2025-10-09","user058_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","327.6","ai-credits","0.01","3.276","3.276","0","3900","org001_emu","","cost_center_003","0","0","338071","30837","2643231","268335"
"2025-10-09","user059_emu","copilot","copilot_ai_credit","Code Review model","163.2","ai-credits","0.01","1.632","1.632","0","3900","org003_emu","","cost_center_002","0","0","147931","53214","3589260","0"
"2025-10-09","user060_emu","copilot","coding_agent_ai_credit","Coding Agent model","72.45","ai-credits","0.01","0.7245","0.7245","0","1900","org004_emu","","cost_center_001","0","0","202918","21354","3674501","47233"
"2025-10-09","user061_emu","copilot","copilot_ai_credit","Code Review model","87.36","ai-credits","0.01","0.8736","0.8736","0","3900","org004_emu","","cost_center_002","0","0","96100","33257","1370403","0"
"2025-10-09","user061_emu","copilot","copilot_ai_credit","GPT-5","29.4","ai-credits","0.01","0.294","0.294","0","3900","org004_emu","","cost_center_002","0","0","72918","2264","310952","0"
"2025-10-09","user062_emu","copilot","copilot_ai_credit","Claude Opus 4.1","121.44","ai-credits","0.01","1.2144","1.2144","0","3900","org005_emu","","cost_center_004","0","0","256","19409","0","116462"
"2025-10-09","user063_emu","copilot","copilot_ai_credit","GPT-5","22.1","ai-credits","0.01","0.221","0.221","0","3900","org004_emu","","","0","0","45436","5796","81849","0"
"2025-10-09","user063_emu","copilot","copilot_ai_credit","GPT-5","23.8","ai-credits","0.01","0.238","0.238","0","3900","org004_emu","","","0","0","40057","2669","391280","0"
"2025-10-09","user064_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","163.8","ai-credits","0.01","1.638","1.638","0","3900","org002_emu","","cost_center_003","0","0","21","1894","101511","421087"
"2025-10-09","user065_emu","copilot","copilot_ai_credit","Claude Sonnet 4","53.82","ai-credits","0.01","0.5382","0.5382","0","1900","org005_emu","","cost_center_004","0","0","18","3846","289653","104948"
"2025-10-09","user066_emu","copilot","coding_agent_ai_credit","Coding Agent model","196.65","ai-credits","0.01","1.9665","1.9665","0","3900","org001_emu","","cost_center_001","0","0","229","22640","3891485","122338"
"2025-10-09","user067_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","54.6","ai-credits","0.01","0.546","0.546","0","1900","org005_emu","","cost_center_001","0","0","11","15725","177817","68467"
"2025-10-09","user068_emu","copilot","coding_agent_ai_credit","Coding Agent model","117","ai-credits","0.01","1.17","1.17","0","3900","org001_emu","","","0","0","150769","12336","1408226","24371"
"2025-10-09","user069_emu","copilot","copilot_ai_credit","Claude Sonnet 4","36.8","ai-credits","0.01","0.368","0.368","0","1900","org005_emu","","cost_center_001","0","0","11","5002","496132","38428"
"2025-10-09","user069_emu","copilot","coding_agent_ai_credit","Coding Agent model","12.6","ai-credits","0.01","0.126","0.126","0","1900","org005_emu","","cost_center_001","0","0","4","978","73424","10370"
"2025-10-09","user070_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","21.84","ai-credits","0.01","0.2184","0.2184","0","1900","org003_emu","","cost_center_003","0","0","214","3079","334724","18976"
"2025-10-09","user070_emu","copilot","copilot_ai_credit","Code Review model","22.4","ai-credits","0.01","0.224","0.224","0","1900","org003_emu","","cost_center_003","0","0","20372","7937","441301","0"
"2025-10-09","user071_emu","copilot","copilot_ai_credit","Claude Sonnet 4","215.28","ai-credits","0.01","2.1528","2.1528","0","3900","org001_emu","","cost_center_002","0","0","69","45231","3073886","147188"
"2025-10-09","user072_emu","copilot","copilot_ai_credit","GPT-5","12","ai-credits","0.01","0.12","0.12","0","1900","org005_emu","","cost_center_002","0","0","27068","1286","132140","0"
"2025-10-09","user073_emu","copilot","copilot_ai_credit","Claude Sonnet 4","12.88","ai-credits","0.01","0.1288","0.1288","0","1900","org005_emu","","","0","0","349","1580","137643","16737"
"2025-10-09","user073_emu","copilot","copilot_ai_credit","GPT-5","8","ai-credits","0.01","0.08","0.08","0","1900","org005_emu","","","0","0","12592","1111","127404","0"
"2025-10-09","user074_emu","copilot","coding_agent_ai_credit","Coding Agent model","22.05","ai-credits","0.01","0.2205","0.2205","0","1900","org002_emu","","cost_center_004","0","0","4986","3166","147441","8523"
"2025-10-09","user075_emu","copilot","copilot_ai_credit","GPT-5","3.4","ai-credits","0.01","0.034","0.034","0","1900","org005_emu","","cost_center_001","0","0","10966","389","2970","0"
"2025-10-09","user075_emu","copilot","copilot_ai_credit","GPT-5","8","ai-credits","0.01","0.08","0.08","0","1900","org005_emu","","cost_center_001","0","0","7090","1298","171201","0"
"2025-10-09","user076_emu","copilot","copilot_ai_credit","Claude Opus 4.1","20.16","ai-credits","0.01","0.2016","0.2016","0","1900","org002_emu","","cost_center_004","0","0","3","1113","43500","24322"
"2025-10-09","user077_emu","copilot","copilot_ai_credit","Claude Sonnet 4","90.16","ai-credits","0.01","0.9016","0.9016","0","3900","org005_emu","","cost_center_002","0","0","253751","2715","332078","0"
"2025-10-09","user078_emu","copilot","copilot_ai_credit","Claude Sonnet 4","170.2","ai-credits","0.01","1.702","1.702","0","3900","org002_emu","","","0","0","1413","19186","2844879","148400"
"2025-10-09","user079_emu","copilot","copilot_ai_credit","Claude Sonnet 4","185.38","ai-credits","0.01","1.8538","1.8538","0","3900","org004_emu","","cost_center_002","0","0","25","6759","548813","423385"
"2025-10-09","user079_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","162.24","ai-credits","0.01","1.6224","1.6224","0","3900","org004_emu","","cost_center_002","0","0","2686","24269","2050974","169339"
"2025-10-09","user080_emu","copilot","coding_agent_ai_credit","Coding Agent model","42.075","ai-credits","0.01","0.42075","0.42075","0","3900","org002_emu","","cost_center_002","0","0","22","4767","526308","51010"
"2025-10-09","user080_emu","copilot","coding_agent_ai_credit","Coding Agent model","99","ai-credits","0.01","0.99","0.99","0","3900","org002_emu","","cost_center_002","0","0","75385","12465","1591395","67972"
"2025-10-09","user081_emu","copilot","copilot_ai_credit","GPT-5","13.8","ai-credits","0.01","0.138","0.138","0","1900","org001_emu","","cost_center_001","0","0","22904","1628","225267","0"
"2025-10-09","user082_emu","copilot","coding_agent_ai_credit","Coding Agent model","156.825","ai-credits","0.01","1.56825","1.56825","0","3900","org001_emu","","","0","0","35463","22515","1048636","60617"
"2025-10-09","user083_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","212.94","ai-credits","0.01","2.1294","2.1294","0","3900","org001_emu","","cost_center_001","0","0","74","52115","168969","345802"
"2025-10-09","user084_emu","copilot","coding_agent_ai_credit","Coding Agent model","53.55","ai-credits","0.01","0.5355","0.5355","0","3900","org001_emu","","cost_center_001","0","0","85477","8955","1304147","5213"
"2025-10-09","user084_emu","copilot","copilot_ai_credit","GPT-5","23.8","ai-credits","0.01","0.238","0.238","0","3900","org001_emu","","cost_center_001","0","0","63171","1763","214482","0"
"2025-10-10","power-user-001_emu","copilot","copilot_ai_credit","Claude Haiku 4.5","8.58","ai-credits","0.01","0.0858","0","0.0858","1900","","","","0","0","118","6501","194065","27015"
"2025-10-10","power-user-001_emu","copilot","copilot_ai_credit","Claude Opus 4.5","151.2","ai-credits","0.01","1.512","0","1.512","1900","","","","0","0","17","18130","1068618","83899"
"2025-10-10","power-user-001_emu","copilot","copilot_ai_credit","Gemini 2.5 Pro","4","ai-credits","0.01","0.04","0","0.04","1900","","","","0","0","16192","1444","42553","0"
