"date","username","product","sku","model","quantity","unit_type","applied_cost_per_quantity","gross_amount","discount_amount","net_amount","exceeds_quota","total_monthly_quota","organization","cost_center_name","aic_quantity","aic_gross_amount"
"2025-10-07","user082_emu","copilot","copilot_premium_request","Code Review model","28","requests","0.04","1.12","1.12","0","False","1000","org001_emu","","0","0"
"2025-10-07","user083_emu","copilot","copilot_premium_request","Claude Sonnet 4","28","requests","0.04","1.12","1.12","0","False","1000","org001_emu","cost_center_001","109.48","1.0948"
"2025-10-07","user084_emu","copilot","copilot_premium_request","Claude Sonnet 4","35","requests","0.04","1.4","1.4","0","False","1000","org001_emu","cost_center_001","185.15","1.8515"
"2025-10-08","power-user-001_emu","copilot","copilot_premium_request","Claude Haiku 4.5","10.89","requests","0.04","0.4356","0.4356","0","False","300","","","10.89","0.1089"
"2025-10-08","power-user-001_emu","copilot","copilot_premium_request","Claude Opus 4.5","93","requests","0.04","3.72","3.72","0","False","300","","","256.68","2.5668"
"2025-10-08","power-user-001_emu","copilot","copilot_premium_request","Claude Opus 4.5","20.0499999999999987","requests","0.04","0.8019999999999999","0.8019999999999999","0","False","300","","","62.556","0.62556"
"2025-10-08","power-user-001_emu","copilot","copilot_premium_request","Claude Opus 4.5","75.9500000000000013","requests","0.04","3.0380000000000001","0","3.0380000000000001","True","300","","","127.596","1.27596"
"2025-10-08","power-user-001_emu","copilot","copilot_premium_request","Gemini 3 Pro","4","requests","0.04","0.16","0","0.16","True","300","","","5.2","0.052"
"2025-10-08","power-user-001_emu","copilot","copilot_premium_request","Gemini 3 Pro","24","requests","0.04","0.96","0","0.96","True","300","","","16.8","0.168"
"2025-10-08","power-user-001_emu","copilot","copilot_premium_request","GPT-5.1-Codex","3","requests","0.04","0.12","0","0.12","True","300","","","20.01","0.2001"
"2025-10-08","power-user-002_emu","copilot","copilot_premium_request","Claude Opus 4.5","90","requests","0.04","3.6","3.6","0","False","300","","","183.6","1.836"
"2025-10-08","power-user-002_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","3","requests","0.04","0.12","0.12","0","False","300","","","16.38","0.1638"
"2025-10-08","power-user-003_emu","copilot","copilot_premium_request","Claude Opus 4.5","93","requests","0.04","3.72","3.72","0","False","300","","","290.16","2.9016"
"2025-10-08","power-user-003_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","21","requests","0.04","0.84","0.84","0","False","300","","","188.37","1.8837"
"2025-10-08","power-user-004_emu","copilot","copilot_premium_request","Claude Opus 4.5","114","requests","0.04","4.56","4.56","0","False","300","","","273.6","2.736"
"2025-10-08","power-user-004_emu","copilot","copilot_premium_request","Claude Opus 4.5","1","requests","0.04","0.04","0.04","0","False","300","","","2.76","0.0276"
"2025-10-08","power-user-004_emu","copilot","copilot_premium_request","Claude Opus 4.5","74","requests","0.04","2.96","0","2.96","True","300","","","230.88","2.3088"
"2025-10-08","power-user-005_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","6","requests","0.04","0.24","0.24","0","False","300","","","60.84","0.6084"
"2025-10-08","power-user-006_emu","copilot","copilot_premium_request","Claude Opus 4.5","138","requests","0.04","5.52","5.52","0","False","300","","","380.88","3.8088"
"2025-10-08","power-user-007_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","17","requests","0.04","0.68","0.68","0","False","300","","","172.38","1.7238"
"2025-10-08","user002_emu","copilot","copilot_premium_request","Claude Sonnet 4","3","requests","0.04","0.12","0.12","0","False","1000","org002_emu","cost_center_004","17.94","0.1794"
"2025-10-08","user002_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","20","requests","0.04","0.8","0.8","0","False","1000","org002_emu","cost_center_002","202.8","2.028"
"2025-10-08","user002_emu","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","1000","org002_emu","cost_center_002","3.2","0.032"
"2025-10-08","user002_emu","copilot","copilot_premium_request","Coding Agent model","1","requests","0.04","0.04","0.04","0","False","1000","org002_emu","cost_center_002","5.85","0.0585"
"2025-10-08","user003_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","1","requests","0.04","0.04","0.04","0","False","300","org003_emu","","8.97","0.0897"
"2025-10-08","user005_emu","copilot","copilot_premium_request","Claude Sonnet 4","8","requests","0.04","0.32","0.32","0","False","1000","org005_emu","cost_center_003","36.8","0.368"
"2025-10-08","user005_emu","copilot","copilot_premium_request","Coding Agent model","4","requests","0.04","0.16","0.16","0","False","1000","org005_emu","cost_center_003","12.6","0.126"
"2025-10-08","user007_emu","copilot","copilot_premium_request","Auto: GPT-5","0.9","requests","0.04","0.036","0.036","0","False","1000","org007_emu","","0.765","0.00765"
"2025-10-08","user047_emu","copilot","copilot_premium_request","GPT-5","31","requests","0.04","1.24","1.24","0","False","300","org001_emu","cost_center_001","31","0.31"
"2025-10-08","user048_emu","copilot","copilot_premium_request","Claude Sonnet 4","110","requests","0.04","4.4","4.4","0","False","1000","org003_emu","cost_center_002","354.2","3.542"
"2025-10-08","user049_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","108","requests","0.04","4.32","4.32","0","False","1000","org004_emu","","716.04","7.1604"
"2025-10-08","user049_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","6","requests","0.04","0.24","0","0.24","True","1000","org004_emu","","46.8","0.468"
"2025-10-08","user050_emu","copilot","copilot_premium_request","Claude Sonnet 4","34","requests","0.04","1.36","1.36","0","False","300","org002_emu","cost_center_001","132.94","1.3294"
"2025-10-08","user051_emu","copilot","copilot_premium_request","Code Review model","90","requests","0.04","3.6","3.6","0","False","1000","org001_emu","cost_center_002","0","0"
"2025-10-08","user052_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","90","requests","0.04","3.6","3.6","0","False","1000","org001_emu","","912.6","9.126"
"2025-10-08","user053_emu","copilot","copilot_premium_request","Code Review model","85","requests","0.04","3.4","3.4","0","False","1000","org004_emu","cost_center_002","312.8","3.128"
"2025-10-08","user054_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","24","requests","0.04","0.96","0.96","0","False","300","org005_emu","cost_center_002","215.28","2.1528"
"2025-10-08","user055_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","13","requests","0.04","0.52","0.52","0","False","300","org004_emu","cost_center_002","70.98","0.7098"
"2025-10-08","user055_emu","copilot","copilot_premium_request","GPT-5","7","requests","0.04","0.28","0.28","0","False","300","org004_emu","cost_center_002","8.05","0.0805"
"2025-10-08","user056_emu","copilot","copilot_premium_request","GPT-5","43","requests","0.04","1.72","1.72","0","False","1000","org003_emu","","36.55","0.3655"
"2025-10-08","user057_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","10","requests","0.04","0.4","0.4","0","False","300","org003_emu","cost_center_003","66.3","0.663"
"2025-10-08","user058_emu","copilot","copilot_premium_request","Claude Opus 4.1","40","requests","0.04","1.6","1.6","0","False","1000","org001_emu","cost_center_003","81.6","0.816"
"2025-10-08","user059_emu","copilot","copilot_premium_request","Claude Opus 4.1","53","requests","0.04","2.12","2.12","0","False","1000","org003_emu","cost_center_002","146.28","1.4628"
"2025-10-08","user060_emu","copilot","copilot_premium_request","Claude Sonnet 4","15","requests","0.04","0.6","0.6","0","False","300","org004_emu","cost_center_001","89.7","0.897"
"2025-10-08","user060_emu","copilot","copilot_premium_request","Code Review model","8","requests","0.04","0.32","0.32","0","False","300","org004_emu","cost_center_001","21.76","0.2176"
"2025-10-08","user061_emu","copilot","copilot_premium_request","Claude Opus 4.1","58","requests","0.04","2.32","2.32","0","False","1000","org004_emu","cost_center_002","180.96","1.8096"
"2025-10-08","user062_emu","copilot","copilot_premium_request","Claude Sonnet 4","29","requests","0.04","1.16","1.16","0","False","1000","org005_emu","cost_center_004","173.42","1.7342"
"2025-10-08","user062_emu","copilot","copilot_premium_request","Coding Agent model","58","requests","0.04","2.32","2.32","0","False","1000","org005_emu","cost_center_004","261","2.61"
"2025-10-08","user063_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","31","requests","0.04","1.24","1.24","0","False","1000","org004_emu","","205.53","2.0553"
"2025-10-08","user063_emu","copilot","copilot_premium_request","GPT-5","16","requests","0.04","0.64","0.64","0","False","1000","org004_emu","","11.2","0.112"
"2025-10-08","user064_emu","copilot","copilot_premium_request","Code Review model","25","requests","0.04","1","1","0","False","1000","org002_emu","cost_center_003","80","0.8"
"2025-10-08","user065_emu","copilot","copilot_premium_request","Claude Opus 4.1","12","requests","0.04","0.48","0.48","0","False","300","org005_emu","cost_center_004","20.16","0.2016"
"2025-10-08","user066_emu","copilot","copilot_premium_request","Claude Opus 4.1","36","requests","0.04","1.44","1.44","0","False","1000","org001_emu","cost_center_001","86.4","0.864"
"2025-10-08","user067_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","10","requests","0.04","0.4","0.4","0","False","300","org005_emu","cost_center_001","66.3","0.663"
"2025-10-08","user068_emu","copilot","copilot_premium_request","GPT-5","35","requests","0.04","1.4","1.4","0","False","1000","org001_emu","","24.5","0.245"
"2025-10-08","user069_emu","copilot","copilot_premium_request","Claude Sonnet 4","3","requests","0.04","0.12","0.12","0","False","300","org005_emu","cost_center_001","11.73","0.1173"
"2025-10-08","user069_emu","copilot","copilot_premium_request","GPT-5","6","requests","0.04","0.24","0.24","0","False","300","org005_emu","cost_center_001","6.9","0.069"
"2025-10-08","user070_emu","copilot","copilot_premium_request","Coding Agent model","12","requests","0.04","0.48","0.48","0","False","300","org003_emu","cost_center_003","54","0.54"
"2025-10-08","user071_emu","copilot","copilot_premium_request","GPT-5","40","requests","0.04","1.6","1.6","0","False","1000","org001_emu","cost_center_002","46","0.46"
"2025-10-08","user072_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","9","requests","0.04","0.36","0.36","0","False","300","org005_emu","cost_center_002","91.26","0.9126"
"2025-10-08","user073_emu","copilot","copilot_premium_request","Claude Sonnet 4","4","requests","0.04","0.16","0.16","0","False","300","org005_emu","","18.4","0.184"
"2025-10-08","user073_emu","copilot","copilot_premium_request","Code Review model","8","requests","0.04","0.32","0.32","0","False","300","org005_emu","","33.28","0.3328"
"2025-10-08","user074_emu","copilot","copilot_premium_request","Coding Agent model","10","requests","0.04","0.4","0.4","0","False","300","org002_emu","cost_center_004","45","0.45"
"2025-10-08","user075_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","7","requests","0.04","0.28","0.28","0","False","300","org005_emu","cost_center_001","46.41","0.4641"
"2025-10-08","user076_emu","copilot","copilot_premium_request","Coding Agent model","9","requests","0.04","0.36","0.36","0","False","300","org002_emu","cost_center_004","34.425","0.34425"
"2025-10-08","user077_emu","copilot","copilot_premium_request","Claude Sonnet 4","38","requests","0.04","1.52","1.52","0","False","1000","org005_emu","cost_center_002","148.58","1.4858"
"2025-10-08","user078_emu","copilot","copilot_premium_request","Code Review model","36","requests","0.04","1.44","1.44","0","False","1000","org002_emu","","0","0"
"2025-10-08","user079_emu","copilot","copilot_premium_request","Claude Opus 4.1","12","requests","0.04","0.48","0.48","0","False","1000","org004_emu","cost_center_002","28.8","0.288"
"2025-10-08","user079_emu","copilot","copilot_premium_request","Coding Agent model","23","requests","0.04","0.92","0.92","0","False","1000","org004_emu","cost_center_002","119.025","1.19025"
"2025-10-08","user080_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","15","requests","0.04","0.6","0.6","0","False","1000","org002_emu","cost_center_002","152.1","1.521"
"2025-10-08","user080_emu","copilot","copilot_premium_request","Coding Agent model","29","requests","0.04","1.16","1.16","0","False","1000","org002_emu","cost_center_002","150.075","1.50075"
"2025-10-08","user081_emu","copilot","copilot_premium_request","Coding Agent model","4","requests","0.04","0.16","0.16","0","False","300","org001_emu","cost_center_001","12.6","0.126"
"2025-10-08","user081_emu","copilot","copilot_premium_request","GPT-5","8","requests","0.04","0.32","0.32","0","False","300","org001_emu","cost_center_001","5.6","0.056"
"2025-10-08","user082_emu","copilot","copilot_premium_request","Claude Opus 4.1","34","requests","0.04","1.36","1.36","0","False","1000","org001_emu","","93.84","0.9384"
"2025-10-08","user083_emu","copilot","copilot_premium_request","Code Review model","22","requests","0.04","0.88","0.88","0","False","1000","org001_emu","cost_center_001","91.52","0.9152"
"2025-10-08","user083_emu","copilot","copilot_premium_request","Coding Agent model","11","requests","0.04","0.44","0.44","0","False","1000","org001_emu","cost_center_001","42.075","0.42075"
"2025-10-08","user084_emu","copilot","copilot_premium_request","Coding Agent model","23","requests","0.04","0.92","0.92","0","False","1000","org001_emu","cost_center_001","119.025","1.19025"
"2025-10-09","power-user-001_emu","copilot","copilot_premium_request","Claude Opus 4.5","60","requests","0.04","2.4","0","2.4","True","300","","","100.8","1.008"
"2025-10-09","power-user-001_emu","copilot","copilot_premium_request","Gemini 3 Pro","4","requests","0.04","0.16","0","0.16","True","300","","","5.2","0.052"
"2025-10-09","power-user-002_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","3","requests","0.04","0.12","0.12","0","False","300","","","23.4","0.234"
"2025-10-09","power-user-002_emu","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","300","","","2.24","0.0224"
"2025-10-09","power-user-003_emu","copilot","copilot_premium_request","Claude Opus 4.5","114","requests","0.04","4.56","4.56","0","False","300","","","273.6","2.736"
"2025-10-09","power-user-004_emu","copilot","copilot_premium_request","Claude Opus 4.5","120","requests","0.04","4.8","0","4.8","True","300","","","374.4","3.744"
"2025-10-09","power-user-005_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","56","requests","0.04","2.24","2.24","0","False","300","","","567.84","5.6784"
"2025-10-09","power-user-005_emu","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","300","","","0","0"
"2025-10-09","power-user-006_emu","copilot","copilot_premium_request","Claude Opus 4.5","69","requests","0.04","2.76","2.76","0","False","300","","","215.28","2.1528"
"2025-10-09","power-user-006_emu","copilot","copilot_premium_request","Claude Opus 4.5","1","requests","0.04","0.04","0.04","0","False","300","","","1.68","0.0168"
"2025-10-09","power-user-006_emu","copilot","copilot_premium_request","Claude Opus 4.5","119","requests","0.04","4.76","0","4.76","True","300","","","242.76","2.4276"
"2025-10-09","power-user-007_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","30","requests","0.04","1.2","1.2","0","False","300","","","198.9","1.989"
"2025-10-09","power-user-007_emu","copilot","copilot_premium_request","GPT-5.1-Codex","4","requests","0.04","0.16","0.16","0","False","300","","","30.16","0.3016"
"2025-10-09","user001_emu","copilot","copilot_premium_request","GPT-5","12","requests","0.04","0.48","0.48","0","False","1000","org001_emu","","13.8","0.138"
"2025-10-09","user002_emu","copilot","copilot_premium_request","Claude Sonnet 4","28","requests","0.04","1.12","1.12","0","False","1000","org002_emu","cost_center_004","167.44","1.6744"
"2025-10-09","user002_emu","copilot","copilot_premium_request","Coding Agent model","3","requests","0.04","0.12","0.12","0","False","1000","org002_emu","cost_center_004","13.5","0.135"
"2025-10-09","user003_emu","copilot","copilot_premium_request","Claude Sonnet 4","5","requests","0.04","0.2","0.2","0","False","300","org003_emu","","23","0.23"
"2025-10-09","user005_emu","copilot","copilot_premium_request","Claude Sonnet 4","3","requests","0.04","0.12","0.12","0","False","1000","org005_emu","cost_center_005","9.66","0.0966"
"2025-10-09","user047_emu","copilot","copilot_premium_request","Coding Agent model","41","requests","0.04","1.64","1.64","0","False","300","org001_emu","cost_center_001","239.85","2.3985"
"2025-10-09","user048_emu","copilot","copilot_premium_request","Claude Opus 4.1","152","requests","0.04","6.08","6.08","0","False","1000","org003_emu","cost_center_002","310.08","3.1008"
"2025-10-09","user049_emu","copilot","copilot_premium_request","Coding Agent model","92","requests","0.04","3.68","0","3.68","True","1000","org004_emu","","476.1","4.761"
"2025-10-09","user050_emu","copilot","copilot_premium_request","Claude Opus 4.1","15","requests","0.04","0.6","0.6","0","False","300","org002_emu","cost_center_001","30.6","0.306"
"2025-10-09","user050_emu","copilot","copilot_premium_request","Claude Opus 4.1","8","requests","0.04","0.32","0","0.32","True","300","org002_emu","cost_center_001","22.08","0.2208"
"2025-10-09","user051_emu","copilot","copilot_premium_request","Claude Sonnet 4","91","requests","0.04","3.64","3.64","0","False","1000","org001_emu","cost_center_002","481.39","4.8139"
"2025-10-09","user052_emu","copilot","copilot_premium_request","Claude Sonnet 4","38","requests","0.04","1.52","1.52","0","False","1000","org001_emu","","122.36","1.2236"
"2025-10-09","user052_emu","copilot","copilot_premium_request","Claude Sonnet 4","18","requests","0.04","0.72","0.72","0","False","1000","org001_emu","","70.38","0.7038"
"2025-10-09","user052_emu","copilot","copilot_premium_request","Claude Sonnet 4","57","requests","0.04","2.28","0","2.28","True","1000","org001_emu","","262.2","2.622"
"2025-10-09","user053_emu","copilot","copilot_premium_request","Claude Sonnet 4","62","requests","0.04","2.48","2.48","0","False","1000","org004_emu","cost_center_002","370.76","3.7076"
"2025-10-09","user053_emu","copilot","copilot_premium_request","Coding Agent model","123","requests","0.04","4.92","4.92","0","False","1000","org004_emu","cost_center_002","553.5","5.535"
"2025-10-09","user054_emu","copilot","copilot_premium_request","Coding Agent model","26","requests","0.04","1.04","1.04","0","False","300","org005_emu","cost_center_002","152.1","1.521"
"2025-10-09","user055_emu","copilot","copilot_premium_request","Claude Sonnet 4","16","requests","0.04","0.64","0.64","0","False","300","org004_emu","cost_center_002","95.68","0.9568"
"2025-10-09","user056_emu","copilot","copilot_premium_request","Coding Agent model","57","requests","0.04","2.28","2.28","0","False","1000","org003_emu","","294.975","2.94975"
"2025-10-09","user057_emu","copilot","copilot_premium_request","Claude Opus 4.1","16","requests","0.04","0.64","0.64","0","False","300","org003_emu","cost_center_003","32.64","0.3264"
"2025-10-09","user058_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","60","requests","0.04","2.4","2.4","0","False","1000","org001_emu","cost_center_003","327.6","3.276"
"2025-10-09","user059_emu","copilot","copilot_premium_request","Code Review model","51","requests","0.04","2.04","2.04","0","False","1000","org003_emu","cost_center_002","0","0"
"2025-10-09","user060_emu","copilot","copilot_premium_request","Coding Agent model","14","requests","0.04","0.56","0.56","0","False","300","org004_emu","cost_center_001","72.45","0.7245"
"2025-10-09","user061_emu","copilot","copilot_premium_request","Code Review model","21","requests","0.04","0.84","0.84","0","False","1000","org004_emu","cost_center_002","87.36","0.8736"
"2025-10-09","user061_emu","copilot","copilot_premium_request","GPT-5","42","requests","0.04","1.68","1.68","0","False","1000","org004_emu","cost_center_002","29.4","0.294"
"2025-10-09","user062_emu","copilot","copilot_premium_request","Claude Opus 4.1","44","requests","0.04","1.76","1.76","0","False","1000","org005_emu","cost_center_004","121.44","1.2144"
"2025-10-09","user063_emu","copilot","copilot_premium_request","GPT-5","17","requests","0.04","0.68","0.68","0","False","1000","org004_emu","","22.1","0.221"
"2025-10-09","user063_emu","copilot","copilot_premium_request","GPT-5","34","requests","0.04","1.36","1.36","0","False","1000","org004_emu","","23.8","0.238"
"2025-10-09","user064_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","30","requests","0.04","1.2","1.2","0","False","1000","org002_emu","cost_center_003","163.8","1.638"
"2025-10-09","user065_emu","copilot","copilot_premium_request","Claude Sonnet 4","9","requests","0.04","0.36","0.36","0","False","300","org005_emu","cost_center_004","53.82","0.5382"
"2025-10-09","user066_emu","copilot","copilot_premium_request","Coding Agent model","38","requests","0.04","1.52","1.52","0","False","1000","org001_emu","cost_center_001","196.65","1.9665"
"2025-10-09","user067_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","7","requests","0.04","0.28","0.28","0","False","300","org005_emu","cost_center_001","54.6","0.546"
"2025-10-09","user068_emu","copilot","copilot_premium_request","Coding Agent model","26","requests","0.04","1.04","1.04","0","False","1000","org001_emu","","117","1.17"
"2025-10-09","user069_emu","copilot","copilot_premium_request","Claude Sonnet 4","8","requests","0.04","0.32","0.32","0","False","300","org005_emu","cost_center_001","36.8","0.368"
"2025-10-09","user069_emu","copilot","copilot_premium_request","Coding Agent model","4","requests","0.04","0.16","0.16","0","False","300","org005_emu","cost_center_001","12.6","0.126"
"2025-10-09","user070_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","4","requests","0.04","0.16","0.16","0","False","300","org003_emu","cost_center_003","21.84","0.2184"
"2025-10-09","user070_emu","copilot","copilot_premium_request","Code Review model","7","requests","0.04","0.28","0.28","0","False","300","org003_emu","cost_center_003","0","0"
"2025-10-09","user071_emu","copilot","copilot_premium_request","Claude Sonnet 4","36","requests","0.04","1.44","1.44","0","False","1000","org001_emu","cost_center_002","215.28","2.1528"
"2025-10-09","user072_emu","copilot","copilot_premium_request","GPT-5","12","requests","0.04","0.48","0.48","0","False","300","org005_emu","cost_center_002","12","0.12"
"2025-10-09","user073_emu","copilot","copilot_premium_request","Claude Sonnet 4","4","requests","0.04","0.16","0.16","0","False","300","org005_emu","","12.88","0.1288"
"2025-10-09","user073_emu","copilot","copilot_premium_request","GPT-5","8","requests","0.04","0.32","0.32","0","False","300","org005_emu","","8","0.08"
"2025-10-09","user074_emu","copilot","copilot_premium_request","Coding Agent model","7","requests","0.04","0.28","0.28","0","False","300","org002_emu","cost_center_004","22.05","0.2205"
"2025-10-09","user075_emu","copilot","copilot_premium_request","GPT-5","4","requests","0.04","0.16","0.16","0","False","300","org005_emu","cost_center_001","3.4","0.034"
"2025-10-09","user075_emu","copilot","copilot_premium_request","GPT-5","8","requests","0.04","0.32","0.32","0","False","300","org005_emu","cost_center_001","8","0.08"
"2025-10-09","user076_emu","copilot","copilot_premium_request","Claude Opus 4.1","12","requests","0.04","0.48","0.48","0","False","300","org002_emu","cost_center_004","20.16","0.2016"
"2025-10-09","user077_emu","copilot","copilot_premium_request","Claude Sonnet 4","28","requests","0.04","1.12","1.12","0","False","1000","org005_emu","cost_center_002","90.16","0.9016"
"2025-10-09","user078_emu","copilot","copilot_premium_request","Claude Sonnet 4","37","requests","0.04","1.48","1.48","0","False","1000","org002_emu","","170.2","1.702"
"2025-10-09","user079_emu","copilot","copilot_premium_request","Claude Sonnet 4","31","requests","0.04","1.24","1.24","0","False","1000","org004_emu","cost_center_002","185.38","1.8538"
"2025-10-09","user079_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","16","requests","0.04","0.64","0.64","0","False","1000","org004_emu","cost_center_002","162.24","1.6224"
"2025-10-09","user080_emu","copilot","copilot_premium_request","Coding Agent model","11","requests","0.04","0.44","0.44","0","False","1000","org002_emu","cost_center_002","42.075","0.42075"
"2025-10-09","user080_emu","copilot","copilot_premium_request","Coding Agent model","22","requests","0.04","0.88","0.88","0","False","1000","org002_emu","cost_center_002","99","0.99"
"2025-10-09","user081_emu","copilot","copilot_premium_request","GPT-5","12","requests","0.04","0.48","0.48","0","False","300","org001_emu","cost_center_001","13.8","0.138"
"2025-10-09","user082_emu","copilot","copilot_premium_request","Coding Agent model","41","requests","0.04","1.64","1.64","0","False","1000","org001_emu","","156.825","1.56825"
"2025-10-09","user083_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","39","requests","0.04","1.56","1.56","0","False","1000","org001_emu","cost_center_001","212.94","2.1294"
"2025-10-09","user084_emu","copilot","copilot_premium_request","Coding Agent model","17","requests","0.04","0.68","0.68","0","False","1000","org001_emu","cost_center_001","53.55","0.5355"
"2025-10-09","user084_emu","copilot","copilot_premium_request","GPT-5","34","requests","0.04","1.36","1.36","0","False","1000","org001_emu","cost_center_001","23.8","0.238"
"2025-10-10","power-user-001_emu","copilot","copilot_premium_request","Claude Haiku 4.5","6.6000000000000005","requests","0.04","0.264","0","0.264","True","300","","","8.58","0.0858"
"2025-10-10","power-user-001_emu","copilot","copilot_premium_request","Claude Opus 4.5","90","requests","0.04","3.6","0","3.6","True","300","","","151.2","1.512"
"2025-10-10","power-user-001_emu","copilot","copilot_premium_request","Gemini 2.5 Pro","4","requests","0.04","0.16","0","0.16","True","300","","","4","0.04"
"2025-10-10","power-user-001_emu","copilot","copilot_premium_request","Gemini 3 Pro","49","requests","0.04","1.96","0","1.96","True","300","","","0","0"
"2025-10-10","power-user-001_emu","copilot","copilot_premium_request","GPT-5-Codex","12","requests","0.04","0.48","0","0.48","True","300","","","13.8","0.138"
"2025-10-10","power-user-001_emu","copilot","copilot_premium_request","GPT-5.1-Codex","15","requests","0.04","0.6","0","0.6","True","300","","","113.1","1.131"
"2025-10-10","power-user-002_emu","copilot","copilot_premium_request","Claude Opus 4.5","18","requests","0.04","0.72","0.72","0","False","300","","","43.2","0.432"
"2025-10-10","power-user-002_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","1","requests","0.04","0.04","0.04","0","False","300","","","6.63","0.0663"
"2025-10-10","power-user-003_emu","copilot","copilot_premium_request","Claude Opus 4.5","18","requests","0.04","0.72","0.72","0","False","300","","","30.24","0.3024"
"2025-10-10","power-user-004_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","26","requests","0.04","1.04","0","1.04","True","300","","","141.96","1.4196"
"2025-10-10","power-user-004_emu","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0","0.04","True","300","","","0","0"
"2025-10-10","power-user-005_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","22","requests","0.04","0.88","0.88","0","False","300","","","197.34","1.9734"
"2025-10-10","power-user-005_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","69","requests","0.04","2.76","0","2.76","True","300","","","699.66","6.9966"
"2025-10-10","power-user-005_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","22","requests","0.04","0.88","0","0.88","True","300","","","145.86","1.4586"
"2025-10-10","power-user-005_emu","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0","0.04","True","300","","","4.16","0.0416"
"2025-10-10","power-user-006_emu","copilot","copilot_premium_request","Claude Opus 4.5","201","requests","0.04","8.04","0","8.04","True","300","","","410.04","4.1004"
"2025-10-10","power-user-007_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","17","requests","0.04","0.68","0.68","0","False","300","","","112.71","1.1271"
"2025-10-10","user002_emu","copilot","copilot_premium_request","Claude Sonnet 4","3","requests","0.04","0.12","0.12","0","False","1000","org002_emu","cost_center_004","11.73","0.1173"
"2025-10-10","user003_emu","copilot","copilot_premium_request","Claude Sonnet 4","4","requests","0.04","0.16","0.16","0","False","300","org003_emu","","21.16","0.2116"
"2025-10-10","user005_emu","copilot","copilot_premium_request","Claude Sonnet 4","6","requests","0.04","0.24","0.24","0","False","1000","org005_emu","cost_center_005","23.46","0.2346"
"2025-10-10","user047_emu","copilot","copilot_premium_request","GPT-5","4","requests","0.04","0.16","0.16","0","False","300","org001_emu","cost_center_001","5.2","0.052"
"2025-10-10","user047_emu","copilot","copilot_premium_request","GPT-5","21","requests","0.04","0.84","0","0.84","True","300","org001_emu","cost_center_001","14.7","0.147"
"2025-10-10","user048_emu","copilot","copilot_premium_request","Claude Sonnet 4","31","requests","0.04","1.24","1.24","0","False","1000","org003_emu","cost_center_002","121.21","1.2121"
"2025-10-10","user048_emu","copilot","copilot_premium_request","Claude Sonnet 4","89","requests","0.04","3.56","0","3.56","True","1000","org003_emu","cost_center_002","470.81","4.7081"
"2025-10-10","user049_emu","copilot","copilot_premium_request","Claude Sonnet 4","34","requests","0.04","1.36","0","1.36","True","1000","org004_emu","","109.48","1.0948"
"2025-10-10","user049_emu","copilot","copilot_premium_request","Coding Agent model","68","requests","0.04","2.72","0","2.72","True","1000","org004_emu","","351.9","3.519"
"2025-10-10","user050_emu","copilot","copilot_premium_request","Claude Sonnet 4.5","17","requests","0.04","0.68","0","0.68","True","300","org002_emu","cost_center_001","152.49","1.5249"
"2025-10-10","user050_emu","copilot","copilot_premium_request","GPT-5","33","requests","0.04","1.32","0","1.32","True","300","org002_emu","cost_center_001","28.05","0.2805"
